name_similarity,dob_match,country_risk,pep_flag,prior_name_fp_rate,list_type,alert_type,label_true_match
0.648,1,2,0,0.619,OFAC,name,1
0.374,0,3,0,0.84,OFAC,name,0
0.321,0,1,0,0.776,OFAC,name,1
0.319,0,1,0,0.548,OFAC,name,0
0.247,0,1,0,0.645,UN,name,1
0.886,0,1,0,0.823,UN,name,1
0.348,1,1,0,0.717,UN,name,1
0.379,0,2,0,0.863,OFAC,dob,1
0.858,1,1,0,0.649,OFAC,dob,0
0.111,0,3,0,0.55,EU,name,0
0.66,0,1,0,1.0,OFAC,name,1
0.354,0,2,0,0.448,EU,dob,0
0.5,1,1,0,0.625,OFAC,name,1
0.824,1,1,0,0.742,EU,name,1
0.233,0,1,0,0.848,OFAC,name,1
0.327,0,1,0,0.797,OFAC,name,0
0.191,0,1,0,1.0,UN,dob,1
0.683,0,2,0,0.682,OFAC,dob,1
0.35,1,3,0,0.569,OFAC,name,1
0.874,0,1,1,0.667,OFAC,name,0
0.377,0,1,0,0.652,UN,name,0
0.642,0,1,0,0.69,OFAC,name,0
0.198,0,1,0,0.553,OFAC,address,0
0.541,0,1,0,0.818,OFAC,name,1
0.631,0,2,0,0.756,OFAC,name,1
0.443,0,3,0,0.51,UN,dob,1
0.382,0,3,0,0.845,OFAC,dob,1
0.475,0,1,0,0.578,OFAC,dob,0
0.231,1,2,0,0.523,OFAC,name,0
0.581,0,2,0,0.713,OFAC,name,0
0.547,0,1,0,0.436,OFAC,name,1
0.04,0,1,0,0.788,OFAC,name,0
0.589,0,2,0,0.274,OFAC,address,1
0.57,0,1,0,0.546,EU,name,0
0.65,0,1,0,0.936,OFAC,address,1
0.399,0,1,1,0.597,UN,name,0
0.59,1,1,0,0.623,OFAC,dob,0
0.178,0,1,0,0.891,OFAC,name,0
0.785,0,3,0,0.581,OFAC,address,1
0.583,0,2,0,0.815,OFAC,name,0
0.452,0,2,0,0.876,EU,name,0
0.37,0,1,0,0.772,EU,dob,0
0.573,1,2,0,0.483,UN,name,1
0.653,0,1,0,0.609,UN,name,0
0.246,0,1,0,1.0,OFAC,address,1
0.793,0,1,0,0.626,OFAC,name,1
0.526,0,1,0,1.0,EU,name,0
0.441,0,1,0,0.956,UN,name,0
0.141,0,1,0,0.778,OFAC,dob,1
0.836,0,1,0,0.745,OFAC,name,1
0.446,0,1,0,0.63,OFAC,name,1
0.537,0,3,0,0.687,EU,name,0
0.482,1,1,0,0.597,OFAC,name,0
0.132,0,2,0,0.69,OFAC,name,1
0.738,1,1,0,0.496,OFAC,name,0
0.53,1,1,0,0.488,UN,name,1
0.335,0,3,0,0.895,OFAC,name,1
0.551,0,1,0,0.458,UN,name,1
0.351,0,1,0,0.833,OFAC,name,0
0.478,0,2,0,0.416,EU,name,0
0.637,0,1,0,0.794,UN,name,0
0.339,1,2,0,0.669,OFAC,name,0
0.505,1,1,1,0.898,OFAC,name,1
0.819,0,1,0,0.65,OFAC,name,0
0.335,0,1,0,0.399,OFAC,dob,0
0.333,0,1,0,0.672,EU,name,0
0.429,1,2,0,0.724,OFAC,name,0
0.146,0,2,0,0.68,OFAC,name,0
0.871,0,1,0,0.786,OFAC,name,1
0.257,0,1,0,0.615,OFAC,address,1
0.888,0,2,0,0.51,EU,name,0
0.204,1,1,0,0.55,OFAC,name,1
0.5,0,1,0,0.623,EU,name,1
0.576,0,1,0,0.621,EU,name,0
0.562,1,1,0,1.0,OFAC,name,0
0.703,0,2,0,0.888,OFAC,name,0
0.489,0,3,0,0.803,EU,dob,1
0.415,0,1,0,0.767,OFAC,name,0
0.637,0,1,0,0.745,OFAC,name,1
0.628,0,1,0,0.746,OFAC,name,1
0.468,0,1,1,0.724,OFAC,name,1
0.762,0,1,1,0.706,UN,name,1
0.474,0,2,0,0.386,OFAC,name,1
0.509,1,1,0,0.645,OFAC,name,1
0.639,1,1,1,0.664,EU,name,0
0.758,0,1,1,0.588,UN,dob,1
0.3,0,1,0,0.617,OFAC,name,0
0.356,0,1,0,0.745,UN,dob,0
0.71,0,2,0,0.815,OFAC,name,1
0.714,1,1,1,0.745,UN,name,1
0.701,0,2,0,0.811,OFAC,address,0
0.282,0,1,0,0.814,OFAC,name,1
0.514,0,1,0,0.655,UN,dob,1
0.169,0,1,0,0.779,OFAC,dob,0
0.227,0,1,0,0.438,EU,name,1
0.762,0,1,0,0.642,OFAC,name,0
0.888,1,1,0,0.625,EU,name,1
0.63,1,2,0,0.93,EU,address,1
0.496,0,2,0,0.751,OFAC,dob,0
0.366,0,1,0,0.5,UN,name,0
0.11,1,1,0,0.789,OFAC,name,1
0.895,0,1,0,0.836,EU,name,0
0.726,0,1,0,0.687,OFAC,name,0
0.316,0,1,0,0.804,UN,name,0
0.596,1,2,0,0.326,OFAC,name,1
0.186,0,1,0,0.295,OFAC,name,0
0.536,0,1,0,0.523,OFAC,name,0
0.71,1,1,0,0.722,OFAC,dob,0
0.501,1,1,0,0.93,UN,address,1
0.568,1,2,0,0.531,UN,dob,1
0.32,0,1,0,0.572,UN,dob,0
0.841,0,1,0,0.713,OFAC,name,1
0.738,0,2,0,0.626,OFAC,name,1
0.437,1,1,0,0.618,OFAC,name,0
0.366,0,2,0,0.637,UN,dob,1
0.825,0,1,0,0.897,EU,address,0
0.615,1,1,0,0.867,OFAC,dob,0
0.493,0,2,0,0.704,OFAC,dob,1
0.192,0,1,0,0.948,OFAC,name,0
0.365,0,1,0,0.776,UN,name,1
0.79,0,1,0,0.873,UN,name,0
0.085,0,1,0,0.571,UN,name,1
0.115,0,2,0,0.602,OFAC,name,1
0.379,0,2,0,0.6,UN,name,0
0.426,0,3,0,0.687,UN,name,0
0.795,0,2,0,0.709,OFAC,name,0
0.391,0,1,0,0.749,OFAC,name,1
0.622,1,1,0,0.996,OFAC,name,0
0.646,0,1,0,0.808,OFAC,name,1
0.636,0,1,0,0.623,EU,name,0
0.731,1,1,0,0.7,OFAC,name,1
0.658,0,3,0,0.926,UN,dob,0
0.166,1,1,0,0.817,OFAC,name,0
0.458,1,1,0,0.924,OFAC,name,1
0.838,0,1,0,0.628,OFAC,dob,1
0.773,1,2,0,0.593,OFAC,dob,1
0.441,0,2,0,0.595,OFAC,dob,1
0.765,0,2,0,0.64,OFAC,name,0
0.372,0,1,0,0.541,OFAC,name,1
0.602,0,2,1,0.744,OFAC,name,1
0.408,1,1,0,0.747,OFAC,name,1
0.775,0,2,0,0.901,OFAC,address,0
0.525,0,1,0,0.436,OFAC,name,1
0.578,0,1,0,0.558,EU,name,1
0.185,0,1,0,0.821,OFAC,name,0
0.76,0,2,0,0.728,UN,name,0
0.405,0,1,0,0.707,OFAC,name,0
0.432,1,2,0,0.89,UN,dob,1
0.617,0,1,0,0.549,OFAC,dob,1
0.801,1,1,0,0.591,EU,address,0
0.497,0,1,0,0.573,OFAC,name,1
0.402,1,1,0,0.398,UN,name,0
0.456,0,1,0,0.72,OFAC,name,0
0.636,0,1,0,0.622,OFAC,name,1
0.71,0,2,0,0.59,UN,address,1
0.672,1,1,0,0.563,OFAC,name,1
0.374,0,3,0,0.697,OFAC,dob,1
0.761,1,1,0,0.58,OFAC,name,1
0.66,0,2,0,0.733,UN,name,1
0.61,0,1,0,0.769,EU,name,0
0.643,0,1,0,0.656,OFAC,name,0
0.626,1,1,0,0.646,UN,dob,1
0.653,0,1,0,0.728,OFAC,name,0
0.607,1,2,0,0.696,OFAC,dob,0
0.212,1,1,0,0.9,EU,dob,1
0.195,0,1,1,0.748,EU,name,0
0.697,0,2,0,0.864,UN,dob,0
0.161,0,1,0,0.792,OFAC,name,0
0.381,0,2,0,0.502,OFAC,name,1
0.636,1,1,1,0.616,OFAC,dob,1
0.686,0,2,0,0.693,OFAC,address,1
0.564,0,1,0,0.83,OFAC,name,0
0.513,1,1,0,0.989,UN,name,1
0.346,0,1,0,0.627,EU,name,1
0.959,0,3,0,0.708,OFAC,name,1
0.584,0,1,0,0.82,OFAC,name,0
0.883,0,1,0,0.691,EU,address,1
0.123,0,2,0,0.947,OFAC,name,0
0.205,1,3,0,0.498,UN,name,1
0.435,0,2,0,0.802,OFAC,name,0
0.73,0,3,0,0.8,OFAC,name,1
0.578,0,1,0,0.873,EU,name,0
0.327,0,1,0,0.709,OFAC,name,1
0.667,0,2,0,0.834,OFAC,dob,1
0.329,1,2,0,0.663,OFAC,name,0
0.336,0,1,0,0.58,EU,name,1
0.312,0,1,0,0.558,EU,dob,0
0.474,0,2,0,0.484,OFAC,name,1
0.437,0,1,0,0.634,OFAC,name,1
0.728,0,1,0,0.747,UN,name,1
0.191,0,1,0,0.669,OFAC,name,1
0.412,0,1,0,0.73,UN,name,1
0.419,0,2,0,0.885,OFAC,name,1
0.745,0,1,0,0.622,OFAC,dob,0
0.648,0,2,0,1.0,UN,dob,1
0.785,1,1,0,0.813,OFAC,name,0
0.321,0,1,0,0.67,EU,name,0
0.801,0,2,0,0.667,OFAC,name,0
0.586,0,1,0,0.549,OFAC,name,1
0.362,0,1,0,0.696,EU,name,1
0.228,0,1,0,0.376,OFAC,name,0
0.827,0,1,0,0.888,UN,name,1
0.335,0,1,0,0.278,OFAC,dob,1
0.422,0,2,0,0.706,UN,name,0
0.409,0,2,1,0.528,UN,dob,1
0.577,0,2,0,0.595,OFAC,dob,0
0.285,0,1,0,0.614,UN,name,1
0.782,0,1,0,0.989,UN,dob,1
0.453,0,1,0,0.535,OFAC,dob,1
0.871,0,1,0,0.837,OFAC,name,0
0.398,0,1,0,0.874,OFAC,name,0
0.698,0,1,0,0.349,OFAC,name,1
0.189,1,3,0,0.608,OFAC,address,0
0.798,0,1,0,0.923,OFAC,name,0
0.901,0,1,0,0.503,OFAC,name,1
0.009,0,2,0,0.88,UN,name,0
0.484,1,1,0,0.697,OFAC,name,0
0.454,0,2,0,0.691,EU,name,0
0.074,0,2,0,0.71,OFAC,dob,1
0.43,0,3,0,0.751,OFAC,name,1
0.333,0,1,0,0.557,UN,dob,1
0.34,0,2,0,0.661,OFAC,dob,0
0.742,0,1,0,0.756,OFAC,name,0
0.331,1,2,1,0.727,OFAC,name,1
0.865,1,1,0,0.752,OFAC,dob,1
0.312,0,1,0,0.592,OFAC,address,1
0.591,0,1,0,0.795,EU,name,0
0.151,1,1,0,0.719,OFAC,name,1
0.42,0,2,0,0.463,EU,name,0
0.289,0,2,0,0.62,UN,dob,0
0.537,0,2,0,0.566,OFAC,dob,0
0.669,0,1,0,0.564,OFAC,name,1
0.406,0,2,0,0.629,UN,dob,1
0.099,0,1,0,0.792,EU,name,1
0.405,0,2,0,0.606,OFAC,dob,1
0.573,0,3,0,0.734,OFAC,name,0
0.231,0,1,0,0.709,OFAC,name,0
0.582,0,2,0,0.583,OFAC,name,0
0.164,1,1,0,0.648,OFAC,name,1
0.301,0,1,0,0.83,EU,name,1
0.525,0,1,0,0.722,OFAC,name,0
0.414,1,1,0,0.782,UN,name,1
0.657,1,2,0,0.891,UN,name,0
0.051,0,1,1,0.765,OFAC,name,1
0.49,0,1,0,0.412,OFAC,dob,0
0.427,0,1,1,0.741,UN,dob,0
0.637,1,2,0,0.607,EU,name,1
0.606,1,3,0,0.972,UN,name,1
0.501,1,2,0,0.76,OFAC,name,1
0.669,0,2,0,0.61,OFAC,address,1
0.021,0,1,0,0.785,OFAC,address,0
0.225,0,1,0,0.714,OFAC,name,1
0.301,0,1,0,0.442,UN,address,1
0.678,0,1,0,0.829,OFAC,dob,1
0.566,0,2,0,0.639,UN,dob,1
0.142,0,1,0,0.913,OFAC,name,1
0.438,0,2,0,0.681,UN,name,0
0.574,0,1,0,0.916,EU,name,0
0.323,0,1,0,0.764,OFAC,name,1
0.15,0,1,0,0.846,EU,name,0
0.369,0,2,0,0.626,OFAC,name,0
0.871,1,2,0,0.753,OFAC,name,1
0.924,0,2,0,0.441,EU,name,1
0.457,1,1,0,0.681,EU,name,0
0.433,0,3,0,0.477,OFAC,name,0
0.574,0,1,0,0.529,OFAC,address,1
0.52,0,1,0,0.566,UN,dob,0
0.225,0,3,0,0.799,UN,name,0
0.185,1,1,0,0.678,OFAC,name,1
0.749,0,2,0,0.705,UN,name,1
0.171,1,1,0,0.674,OFAC,name,1
0.867,0,1,0,0.862,OFAC,dob,1
0.102,1,3,1,0.701,OFAC,name,0
0.866,0,1,0,0.737,OFAC,name,1
0.375,1,2,0,0.614,EU,dob,1
0.082,0,1,0,0.872,OFAC,name,0
0.722,0,2,0,0.884,EU,name,0
0.553,0,1,0,0.694,OFAC,name,0
0.54,1,1,0,0.612,UN,name,0
0.459,0,1,0,0.458,UN,name,0
0.444,0,1,0,0.57,UN,name,0
0.322,1,3,0,0.375,UN,name,0
0.428,0,1,0,0.563,OFAC,dob,0
0.526,0,1,0,0.754,EU,name,0
0.153,0,1,0,0.692,UN,dob,0
0.666,0,1,0,1.0,OFAC,name,1
0.315,1,2,0,0.644,UN,name,1
0.074,1,3,0,0.633,OFAC,name,1
0.426,0,1,0,0.859,OFAC,name,1
0.52,1,2,0,0.411,EU,name,0
0.304,0,1,1,0.478,OFAC,name,1
0.251,0,1,0,0.8,UN,dob,1
0.17,0,2,0,0.671,OFAC,name,1
0.402,0,1,0,0.674,OFAC,name,1
0.215,0,2,0,0.559,OFAC,address,0
0.295,1,2,0,0.736,OFAC,name,0
0.264,1,1,0,0.579,UN,name,1
0.175,0,3,0,0.711,OFAC,dob,1
0.793,0,2,0,0.526,OFAC,name,1
0.39,0,1,0,0.673,OFAC,name,1
0.848,1,2,0,1.0,OFAC,name,0
0.35,1,1,0,0.636,UN,name,0
0.675,0,3,0,0.68,OFAC,name,1
0.742,1,2,1,0.67,UN,name,1
0.812,0,1,0,0.726,EU,address,1
0.555,0,1,0,0.77,UN,dob,1
0.385,0,2,0,0.739,UN,name,0
0.546,0,1,1,0.742,OFAC,name,1
0.537,0,1,0,0.673,OFAC,dob,0
0.299,0,1,0,0.715,EU,name,0
0.46,0,1,0,0.668,UN,name,0
0.298,0,1,0,0.428,UN,name,0
0.798,0,1,0,1.0,UN,dob,1
0.101,0,1,0,0.809,OFAC,name,0
0.513,0,2,0,0.553,OFAC,address,1
0.255,1,1,1,0.735,UN,name,1
0.541,0,1,0,0.498,UN,name,1
0.395,0,1,0,0.626,OFAC,name,1
0.399,0,1,0,0.478,EU,name,0
0.383,1,1,1,0.692,OFAC,dob,1
0.402,1,1,0,0.463,OFAC,address,1
0.598,0,1,0,0.758,EU,name,0
0.532,0,2,0,0.802,UN,address,1
0.751,1,2,0,0.576,OFAC,dob,0
0.319,0,2,0,0.724,OFAC,name,1
0.529,0,2,0,0.568,OFAC,name,1
0.64,0,2,0,0.777,UN,name,0
0.38,0,1,0,0.597,OFAC,name,1
0.862,0,2,0,0.818,UN,name,1
0.528,0,1,0,0.428,EU,name,0
0.754,0,2,0,0.549,UN,name,1
0.425,1,2,0,0.534,OFAC,dob,0
0.079,0,1,0,0.731,UN,dob,1
0.749,1,1,0,0.783,OFAC,name,1
0.473,0,1,0,0.742,OFAC,name,1
0.803,0,2,0,0.624,OFAC,name,1
0.45,0,2,0,0.281,OFAC,name,0
0.731,1,2,0,0.706,EU,name,0
0.954,1,1,0,0.818,OFAC,name,0
0.466,0,2,1,1.0,OFAC,name,1
0.439,1,1,0,0.636,EU,name,0
0.628,0,2,0,0.6,OFAC,name,1
0.476,1,1,0,0.748,UN,name,1
0.301,0,1,1,0.662,OFAC,dob,0
0.536,1,1,0,0.891,OFAC,address,1
0.499,0,2,0,0.579,EU,name,0
0.571,0,3,0,0.663,OFAC,name,1
0.831,0,1,0,0.831,OFAC,name,0
0.493,0,1,0,0.746,OFAC,name,0
0.269,0,3,0,0.874,OFAC,name,1
0.97,0,1,0,0.635,OFAC,name,1
0.129,0,2,0,0.889,OFAC,address,1
0.645,0,1,0,0.45,OFAC,name,1
0.275,0,1,0,0.456,UN,dob,1
0.746,0,2,0,0.892,OFAC,name,1
0.767,1,2,0,0.701,OFAC,name,1
0.33,0,1,0,0.838,OFAC,name,0
0.664,0,1,0,0.715,EU,name,1
0.272,0,2,0,0.699,EU,name,1
0.224,0,1,0,0.501,UN,name,1
0.129,0,2,0,0.696,EU,name,0
0.59,0,1,1,0.904,OFAC,name,0
0.696,0,1,0,0.709,OFAC,name,0
0.651,1,3,0,0.802,UN,address,1
0.363,0,2,0,0.798,UN,name,0
0.247,0,1,0,0.548,OFAC,name,1
0.197,0,2,0,0.829,OFAC,name,0
0.564,0,1,0,0.653,EU,dob,1
0.913,1,1,1,0.661,UN,name,1
0.781,0,3,0,1.0,OFAC,name,0
0.761,0,2,1,0.79,UN,name,1
0.573,0,2,0,0.604,OFAC,name,1
0.945,0,1,0,0.71,OFAC,name,1
0.173,0,1,0,0.705,OFAC,address,0
0.606,1,1,0,0.953,OFAC,dob,1
0.781,1,1,0,0.706,OFAC,name,0
0.196,1,2,0,1.0,UN,name,0
0.485,1,1,0,0.505,OFAC,name,0
0.493,0,2,1,0.695,OFAC,name,1
0.342,0,1,0,0.586,OFAC,dob,0
0.172,1,1,0,0.626,OFAC,name,0
0.885,1,1,0,0.629,EU,name,1
0.271,1,1,0,0.593,UN,name,0
0.328,0,1,0,0.96,EU,dob,0
0.366,0,3,0,0.913,EU,name,1
0.434,1,1,0,0.76,OFAC,name,1
0.578,0,3,0,0.629,OFAC,name,0
0.712,1,1,0,0.598,EU,name,0
0.74,0,3,0,0.811,EU,address,0
0.911,0,1,0,0.745,UN,name,1
0.582,0,3,0,0.678,UN,name,1
0.879,1,1,0,0.781,UN,name,0
0.41,0,2,0,0.834,OFAC,dob,0
0.524,0,3,0,0.677,OFAC,name,0
0.473,1,1,0,0.582,UN,name,1
0.705,0,1,0,0.502,UN,name,0
0.334,1,1,0,0.738,OFAC,name,1
0.784,0,3,0,1.0,OFAC,dob,1
0.45,1,1,1,0.533,OFAC,dob,1
0.524,0,1,0,0.865,OFAC,name,0
0.326,1,1,0,0.599,EU,name,0
0.444,1,1,0,0.629,OFAC,address,1
0.416,0,2,0,0.837,OFAC,name,0
0.57,0,1,0,0.662,OFAC,name,0
0.166,0,2,0,0.737,UN,name,0
0.485,0,3,0,0.734,OFAC,name,1
0.551,1,1,0,0.599,OFAC,name,1
0.409,0,2,0,0.834,OFAC,dob,1
0.79,0,1,0,0.691,OFAC,dob,0
0.658,0,2,0,0.492,OFAC,name,0
0.727,1,1,0,0.566,OFAC,name,1
0.271,1,2,0,0.233,EU,name,1
0.528,0,1,1,0.708,OFAC,name,1
0.068,0,1,0,0.896,OFAC,name,1
0.324,0,1,0,0.543,UN,name,0
0.77,0,1,0,0.788,OFAC,address,1
0.233,0,2,1,0.765,UN,dob,0
0.556,0,1,0,0.587,OFAC,name,0
0.217,0,2,0,0.93,OFAC,name,0
0.149,0,1,0,0.659,UN,name,0
0.719,0,2,0,1.0,EU,address,0
0.495,0,1,0,0.455,OFAC,name,0
0.102,0,1,0,0.66,OFAC,name,1
0.097,1,1,0,0.677,OFAC,name,0
0.536,0,2,0,0.694,EU,dob,0
0.69,0,1,0,0.807,EU,dob,0
0.325,0,2,0,1.0,OFAC,name,1
0.681,1,2,0,0.768,OFAC,dob,0
0.567,1,1,0,0.704,OFAC,name,0
0.428,0,2,0,0.536,OFAC,name,1
0.566,0,1,0,0.416,OFAC,dob,1
0.239,0,1,0,0.876,OFAC,dob,1
0.475,0,2,0,0.618,UN,name,1
0.305,0,2,0,1.0,EU,name,1
0.446,0,2,0,0.83,EU,dob,1
0.371,0,1,0,0.751,OFAC,dob,1
0.204,0,1,0,0.759,OFAC,dob,0
0.61,0,1,0,0.761,EU,name,0
0.889,0,2,0,0.596,OFAC,address,1
0.634,0,1,0,0.437,UN,address,1
0.522,0,2,0,0.617,OFAC,name,1
0.613,0,1,0,0.697,OFAC,dob,1
0.78,1,1,0,0.603,OFAC,name,1
0.867,0,1,0,0.507,OFAC,name,1
0.456,0,1,0,0.588,UN,name,1
0.386,1,1,0,0.855,OFAC,name,0
0.541,0,2,0,0.812,OFAC,name,1
0.304,0,2,0,0.726,OFAC,dob,0
0.189,0,1,0,0.788,EU,name,0
0.609,1,1,0,0.53,OFAC,name,0
0.617,1,1,0,0.581,OFAC,address,1
0.205,0,2,0,0.747,OFAC,name,1
0.342,0,1,0,0.549,OFAC,name,0
0.518,0,3,0,0.716,OFAC,name,0
0.267,0,1,0,0.511,UN,name,0
0.603,0,1,0,0.453,OFAC,name,0
0.41,0,3,1,0.81,OFAC,dob,1
0.787,0,1,0,0.854,UN,name,1
0.742,1,1,0,0.605,OFAC,dob,1
0.807,0,1,0,0.472,OFAC,name,1
0.386,0,1,0,0.369,OFAC,name,1
0.732,0,1,0,0.976,OFAC,name,0
0.515,1,2,0,0.717,UN,dob,1
0.581,0,2,0,0.609,UN,name,1
0.373,0,1,0,0.645,UN,name,0
0.44,0,3,0,0.413,UN,name,0
0.595,0,1,1,0.793,OFAC,name,0
0.915,1,1,0,1.0,OFAC,name,1
0.519,0,1,1,0.583,OFAC,name,0
0.751,0,1,1,1.0,OFAC,name,1
0.507,0,1,0,0.683,EU,dob,1
0.65,0,3,0,0.95,UN,name,1
0.376,1,1,0,0.746,OFAC,name,0
0.314,0,1,0,0.746,OFAC,name,1
0.597,0,1,0,0.977,OFAC,name,0
0.548,0,2,0,0.817,OFAC,dob,1
0.358,0,2,0,0.756,OFAC,name,1
0.461,1,1,0,0.409,OFAC,name,0
0.924,0,1,0,0.474,EU,dob,0
0.868,1,1,0,0.769,UN,name,1
0.944,1,1,0,0.92,OFAC,name,1
0.57,0,1,0,0.719,OFAC,name,0
0.689,0,1,0,0.611,OFAC,dob,0
0.418,0,1,0,0.424,UN,address,0
0.045,0,1,0,0.582,UN,dob,1
0.298,0,1,0,0.72,EU,name,1
0.263,0,3,0,0.572,OFAC,address,1
0.604,0,3,0,0.555,UN,name,1
0.411,0,1,0,0.692,OFAC,name,0
0.076,0,1,0,0.917,OFAC,dob,1
0.385,0,1,0,0.803,OFAC,name,0
0.616,0,1,0,0.743,OFAC,name,1
0.948,0,2,0,0.728,UN,name,1
0.635,1,1,0,0.783,OFAC,name,1
0.404,0,2,0,0.683,OFAC,dob,0
0.729,1,3,0,0.638,OFAC,name,1
0.408,0,1,0,0.811,OFAC,name,0
0.547,0,1,1,0.666,OFAC,name,0
0.653,0,1,0,0.522,OFAC,address,1
0.58,0,1,0,0.916,OFAC,dob,1
0.413,0,1,0,0.42,OFAC,name,0
0.139,0,1,0,0.928,EU,address,1
0.197,0,2,0,0.776,OFAC,dob,1
0.505,0,1,0,0.555,OFAC,name,1
0.21,0,1,0,0.704,OFAC,name,1
0.051,1,2,0,0.636,EU,name,1
0.314,0,2,0,0.821,UN,dob,0
0.743,0,1,0,0.818,OFAC,name,1
0.527,0,2,0,0.769,OFAC,name,1
0.204,1,1,0,0.812,UN,name,1
0.726,1,1,0,0.683,UN,address,1
0.172,0,1,1,0.964,UN,name,1
0.702,1,1,0,0.884,EU,address,1
0.531,0,2,0,0.628,EU,address,1
0.151,0,2,0,0.822,OFAC,name,1
0.473,1,2,0,0.809,OFAC,name,1
0.183,1,1,0,0.661,UN,name,0
0.416,0,1,1,0.649,UN,address,1
0.41,1,1,0,0.882,OFAC,name,1
0.583,0,1,0,0.698,EU,name,1
0.71,1,2,0,0.739,OFAC,name,0
0.452,0,2,0,0.91,OFAC,name,0
0.928,0,1,0,1.0,EU,address,1
0.352,0,1,0,0.621,OFAC,name,0
0.67,0,1,1,0.667,OFAC,dob,0
0.685,0,1,0,0.711,OFAC,name,0
0.416,0,1,0,0.715,OFAC,name,1
0.286,0,1,0,0.756,OFAC,address,0
0.784,0,1,0,0.626,OFAC,name,0
0.613,0,1,1,0.51,OFAC,address,0
0.441,0,1,0,0.963,EU,name,1
0.381,0,1,0,0.792,EU,name,1
0.493,0,2,0,0.637,OFAC,name,0
0.647,1,1,0,0.766,UN,address,1
0.416,1,3,0,0.975,OFAC,address,0
0.648,0,1,0,0.582,OFAC,name,0
0.583,0,1,0,0.732,OFAC,name,1
0.764,0,1,0,0.492,EU,name,1
0.649,0,1,0,0.682,EU,name,0
0.987,0,2,0,0.792,OFAC,dob,1
0.561,1,1,0,0.533,OFAC,name,0
0.926,0,3,0,0.672,OFAC,address,1
0.409,0,2,0,0.82,OFAC,name,1
0.828,0,1,0,0.788,OFAC,dob,1
0.893,1,1,0,0.526,OFAC,name,1
0.31,0,2,0,0.756,UN,name,0
0.705,0,1,0,0.784,OFAC,address,1
0.079,0,2,0,0.716,EU,name,1
0.387,0,1,0,0.863,UN,dob,1
0.734,0,1,0,0.612,OFAC,address,1
0.27,0,1,0,0.762,UN,name,0
0.352,1,1,0,0.525,UN,name,1
0.496,0,2,0,0.46,OFAC,name,1
0.686,0,1,0,0.817,OFAC,name,1
0.211,0,2,0,0.703,EU,name,0
0.389,0,1,0,0.63,OFAC,name,0
0.112,0,1,1,0.54,OFAC,name,1
0.856,0,1,0,0.824,OFAC,name,1
0.493,0,1,0,0.474,UN,name,0
0.374,1,1,0,0.849,UN,name,1
0.741,0,1,0,0.768,EU,name,0
0.443,0,2,0,0.481,OFAC,name,0
0.75,1,1,0,0.719,OFAC,name,0
0.273,0,1,0,1.0,OFAC,name,1
0.349,0,2,0,0.878,UN,name,0
0.545,0,2,0,0.576,OFAC,name,1
0.738,0,1,0,0.808,OFAC,dob,1
0.619,1,1,1,0.488,OFAC,name,0
0.188,0,2,0,0.494,OFAC,name,0
0.64,0,1,0,0.69,EU,address,0
0.251,0,1,0,0.783,UN,dob,0
0.383,0,1,0,0.822,EU,name,1
0.535,0,2,0,0.824,OFAC,name,1
0.197,0,1,0,0.774,EU,name,0
0.85,1,3,0,0.458,UN,name,0
0.186,1,1,0,0.691,OFAC,address,1
0.677,0,2,0,0.845,EU,name,0
0.66,0,1,0,0.766,OFAC,address,1
